TipType	TipTemplateId	Notice	zh_CN	en_US	pt_BR	ru_RU	ko_KR	de_DE	fr_FR	es_ES	it_IT	in_ID	th_TH	tr_TR	vi_VN	ja_JP
138	SandDiggerDeepAndHp		深度 - ▢FF0000FF %1s ▢FFFFFFFF/ 生命值 - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Profundidade - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Глубина - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	ความลึก - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s	Depth - ▢FF0000FF %1s ▢FFFFFFFF/ HP - ▢FFFF0000%2s
139	SandDiggerChestName1		普通宝箱	Normal Chest	Baú Normal	Обычный Сундук	Normal Chest	Normal Chest	Normal Chest	Normal Chest	Normal Chest	Normal Chest	กล่องเพชรธรรมดา	Normal Chest	Normal Chest	Normal Chest
140	SandDiggerChestName2		铁质宝箱	Iron Chest	Baú de Ferro	Железный Сундук	Iron Chest	Iron Chest	Iron Chest	Iron Chest	Iron Chest	Iron Chest	กล่องเพชรเหล็ก	Iron Chest	Iron Chest	Iron Chest
141	SandDiggerChestName3		银宝箱	Silver Chest	Baú de Prata	Серебряный Сундук	Silver Chest	Silver Chest	Silver Chest	Silver Chest	Silver Chest	Silver Chest	กล่องเพชรเงิน	Silver Chest	Silver Chest	Silver Chest
142	SandDiggerChestName4		金宝箱	Gold Chest	Baú de Ouro	Золотой Сундук	Gold Chest	Gold Chest	Gold Chest	Gold Chest	Gold Chest	Gold Chest	กล่องเพชรทอง	Gold Chest	Gold Chest	Gold Chest
143	RespawnMsg		%1s▢FF00FFFF复活了。▥	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFF возродился.▢	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFFฟื้นขึ้นมาใหม่。▢	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFF respawn.▥	%1s▢FF00FFFF respawn.▥
144	Chicken		绝地战场	Battle Field	Battle Field	Battle Field	Battle Field	Battle Field	Battle Field	Battle Field	Battle Field	Battle Field	Battle Field	Battle Field	Battle Field	Battle Field
145	ChickenSafeAreaTimeTip		▢FF00FFFF%1s秒后产生安全区	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFБезопасная Зона будет подтверджена через %1s секунд	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFหลัง%1sวินาทีจะมีเขตปลอดภัย	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFSave Area confirmed after %1s seconds	▢FF00FFFFSave Area confirmed after %1s seconds
146	ChickenPrepareSafeAreaTip		▢FF00FFFF安全区已产生	▢FF00FFFFSave Area confirmed	▢FF00FFFFSave Area confirmed	▢FF00FFFFБезопасная Зона подтверждена	▢FF00FFFFSave Area confirmed	▢FF00FFFFSave Area confirmed	▢FF00FFFFSave Area confirmed	▢FF00FFFFSave Area confirmed	▢FF00FFFFSave Area confirmed	▢FF00FFFFSave Area confirmed	▢FF00FFFFมีเขตปลอดภัยแล้ว	▢FF00FFFFSave Area confirmed	▢FF00FFFFSave Area confirmed	▢FF00FFFFSave Area confirmed
147	ChickenPoisonAreaTimeTip		▢FF00FFFF%1s秒后缩小毒圈	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFFЗона отравления будет сужена через %1s секунд	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFF%1sหลัง%1sวินาทีวงพิษจะหดแคบลง	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFFPoison circle will shrink in %1s seconds	▢FF00FFFFPoison circle will shrink in %1s seconds
148	ChickenPreparePoisonAreaTip		▢FF00FFFF毒圈开始缩小	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFЗона отравления сужается	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFวงพิษเริ่มหดแคบลง	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFPoison circle is now shrinking!	▢FF00FFFFPoison circle is now shrinking!
149	ChickenAirSupportTimeTip		▢FF00FFFF空投将在%1s秒后投放到地图中	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFНебесная посылка появится через %1s секунд	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFการทิ้งลงจากอากาศจะลงไปในแผนที่หลัง%1sวินาที	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFSupplys will spawn in %1s seconds	▢FF00FFFFSupplys will spawn in %1s seconds
150	ChickenPrepareAirSupportTip		▢FF00FFFF空投已投放,注意小地图	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFНебесная посылка появилась, проверьте вашу мини-карту!	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFการทิ้งลงจากอากาศได้ลงไปแล้ว สังเกตแผนที่เล็ก	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFSupplys arrived , Check your mini-map !	▢FF00FFFFSupplys arrived , Check your mini-map !
151	ChickenPoisonAttackTip		▢FFFF0000你已远离安全区,请尽快赶往	▢FFFF0000You are far away from the safety zone	▢FFFF0000You are far away from the safety zone	▢FFFF0000Вы слишком далеко от безопасной зоны	▢FFFF0000You are far away from the safety zone	▢FFFF0000You are far away from the safety zone	▢FFFF0000You are far away from the safety zone	▢FFFF0000You are far away from the safety zone	▢FFFF0000You are far away from the safety zone	▢FFFF0000You are far away from the safety zone	▢FFFF0000คุณได้ห่างไกลจากเขตปลอดภัยแล้ว โปรดรีบไปที่เขตปลอดภัย	▢FFFF0000请尽快赶往安全区	▢FFFF0000You are far away from the safety zone	▢FFFF0000You are far away from the safety zone
152	JailBreakPoliceLevelUp		▢FFFEFE49你的功勋值达标，升职为▢FF48A7FF%1s，每日工资上限提升了！	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49Вы стали ▢FF0000FF%1s	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49ค่าคุณูปการของคุณสมมาตรฐาน，ขึ้นตำแหน่งเป็น▢FF48A7FF%1s，ขอบเขตบนสุดของเงินรายวันได้ยกขึ้นแล้ว!	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49You become ▢FF0000FF%1s	▢FFFEFE49You become ▢FF0000FF%1s
153	JailBreakCriminalLevelUp		▢FFFEFE49你的悬赏等级被提升为▢FFFF7878%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49Ваш рейтинг преступника равен ▢FFFF0000%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49เกรดรางวัลของคุณถูกยกขึ้นเป็น▢FFFF7878%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s	▢FFFEFE49Your wanted rank become ▢FFFF0000%1s
154	JailBreakBankAddWage		你获得了▢FF0000FF%1s▥，今天还可以得到▢FF0000FF%2s▥	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	У вас ▢FF0000FF%1s▢,▢FF0000FF%2s осталось на сегодня	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	คุณได้รับ▢▢FF0000FF%1s▥，วันนี้ยังสามารถได้▢▢FF0000FF%2s	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today	You have got ▢FF0000FF%1s▥,▢FF0000FF%2s left today
155	HideAndSeekName	HideAndSeek	躲猫猫大作战	Hide And Seek	Hide And Seek	Hide And Seek	Hide And Seek	Hide And Seek	Hide And Seek	Hide And Seek	Hide And Seek	Hide And Seek	Hide and Seek	Hide And Seek	Hide And Seek	Hide And Seek
156	HideAndSeekRoleHide		躲藏者	Hide	Hide	Прячущиеся	Hide	Hide	Hide	Hide	Hide	Hide	ผู้ซ่อน	Hide	Hide	Hide
157	HideAndSeekRoleSeek		搜寻者	Seek	Seek	Искатели	Seek	Seek	Seek	Seek	Seek	Seek	ผู้หา	Seek	Seek	Seek
158	HideAndSeekBecomeHideHint		▢FF00FF00快藏好，不要被找到了	▢FF00FF00Hide yourself now!	▢FF00FF00Hide yourself now!	▢FF00FF00Прячьтесь!	▢FF00FF00Hide yourself now!	▢FF00FF00Hide yourself now!	▢FF00FF00Hide yourself now!	▢FF00FF00Hide yourself now!	▢FF00FF00Hide yourself now!	▢FF00FF00Hide yourself now!	▢FF00FF00รีบซ่อนให้ดี อย่าให้หาได้	▢FF00FF00Hide yourself now!	▢FF00FF00Hide yourself now!	▢FF00FF00Hide yourself now!
159	HideAndSeekChangeAndHide		▢FF00FF00你有▢FFFF0000%1s秒▢FF00FF00的时间改变造型并且躲藏起来	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00У вас есть▢FFFF0000%1s секунд▢FF00FF00чтобы изменить предмет и спрятаться	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00คุณมี▢FFFF0000%1sวินาที▢FF00FF00เวลาที่เปลี่ยนรูปทรงและศ่อนตัว	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself	▢FF00FF00You have▢FFFF0000%1s seconds▢FF00FF00to change and hide yourself
160	HideAndSeekSeekWaitHint		▢FF00FF00暂时不能移动，等待躲藏者躲藏好，剩余▢FFFF0000%1s秒	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00Нельзя двигаться пока прячущиеся не будут готовы, ▢FFFF0000%1s▢ секунд осталось	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00ไม่สามารถเคลื่อนที่เป็นชั่วคราว รอผู้ซ่อนได้ซ่อนให้เรียบร้อย เหลือ▢FFFF0000%1sวินาที	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left	▢FF00FF00Cannot move temporarily until hiders get ready, ▢FFFF0000%1s▢ seconds left
161	HideAndSeekNoStart		▢FF00FFFF游戏还没开始，暂时不能变化造型	▢FF00FFFFCannot change until game starts	▢FF00FFFFCannot change until game starts	▢FF00FFFFНевозможно измениться пока не началась игра	▢FF00FFFFCannot change until game starts	▢FF00FFFFCannot change until game starts	▢FF00FFFFCannot change until game starts	▢FF00FFFFCannot change until game starts	▢FF00FFFFCannot change until game starts	▢FF00FFFFCannot change until game starts	▢FF00FFFFเกมยังไม่เริ่ม ไม่สามารถเปลี่ยนรูปทรงเป็นชั่วคราว	▢FF00FFFFCannot change until game starts	▢FF00FFFFCannot change until game starts	▢FF00FFFFCannot change until game starts
162	HideAndSeekNoTimes		▢FF00FFFF一局游戏只能变化%1s次造型	▢FF00FFFF%1s times to change  in one game	▢FF00FFFF%1s times to change  in one game	▢FF00FFFF%1s раз чтобы измениться в одной игре	▢FF00FFFF%1s times to change  in one game	▢FF00FFFF%1s times to change  in one game	▢FF00FFFF%1s times to change  in one game	▢FF00FFFF%1s times to change  in one game	▢FF00FFFF%1s times to change  in one game	▢FF00FFFF%1s times to change  in one game	▢FF00FFFFเกมรอบหนึ่งแค่สามารถเปลี่ยนรูปทรง%1sวินาที	▢FF00FFFF%1s times to change  in one game	▢FF00FFFF%1s times to change  in one game	▢FF00FFFF%1s times to change  in one game
163	HideAndSeekNoHide		▢FF00FFFF只有躲藏者才能变身	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFТолько прячущиеся могут изменять предмет	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFมีแค่ผู้ซ่อนเท่านั้นที่จะเปลี่ยนตัวได้	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFOnly hiders can change appearance	▢FF00FFFFOnly hiders can change appearance
164	HideAndSeekModelName		▢FF00FFFF还有▢FFFF0000%1s▢FF00FFFF存活	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFОстались только ▢FFFF0000%1s▢FF00FFFF прячущиеся	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFยังมี▢FFFF0000%1s▢FF00FFFFอยู่รอด	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left	▢FF00FFFFOnly ▢FFFF0000%1s▢FF00FFFF hiders left
																
10001	EggWar	龙蛋战争	龙蛋战争	Egg War	Egg War	Egg War	Egg War	Egg War	Egg War	Egg War	Egg War	Egg War	Egg Wars	Egg War	Egg War	Egg War
10002	EggWarHighestLevel	最高等级	当前%1s级%2s，每%4s秒产出%3s个。已到达最高等级	%2s at Lv %1s, %3s items every %4s seconds. Level Max	%2s at Lv %1s, %3s items every %4s seconds. Level Max	%2s на Ур %1s, %3s ресурсов каждые %4s сек. Максимальный Уровень	%2s at Lv %1s, %3s items every %4s seconds. Level Max	%2s at Lv %1s, %3s items every %4s seconds. Level Max	%2s at Lv %1s, %3s items every %4s seconds. Level Max	%2s at Lv %1s, %3s items every %4s seconds. Level Max	%2s at Lv %1s, %3s items every %4s seconds. Level Max	%2s at Lv %1s, %3s items every %4s seconds. Level Max	ในขณะนี้%1sเกรด%2s，ทุก%4sวินาทีจะผลิต%3sอัน。ได้ถึงเกรดสูงสุดแล้ว	%2s at Lv %1s, %3s items every %4s seconds. Level Max	%2s at Lv %1s, %3s items every %4s seconds. Level Max	%2s at Lv %1s, %3s items every %4s seconds. Level Max
10003	EggWarUpgrade	升级需要	当前%1s级%2s，每%4s秒产出%3s个。升级需要	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	%2s на Ур %1s, %3s ресурсов каждые %4s сек. Улучшение стоит	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	ในขณะนี้%1sเกรด%2s，วินาทีจะผลิต%3sอัน。อัพเกรดต้องการ	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs	%2s at Lv %1s, %3s items every %4s seconds. Upgrade costs
10004	EggWarIron		铁点	Iron	Iron	Железо	Iron	Iron	Iron	Iron	Iron	Iron	จุดเหล็ก	Iron	Iron	Iron
10005	EggWarGold		金点	Gold	Gold	Золото	Gold	Gold	Gold	Gold	Gold	Gold	จุดทอง	Gold	Gold	Gold
10006	EggWarDiamond		钻石点	Diamond	Diamond	Алмаз	Diamond	Diamond	Diamond	Diamond	Diamond	Diamond	จุดเพชร	Diamond	Diamond	Diamond
10007	EggWarBreakEgg		%1s▢FFFFFFFF队的龙蛋已经被破坏，破坏者是%2s。▥	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFЯйцо дракона команды %1s ▢FFFFFFFFбыло уничтожено командой %2s.	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFไข่มังกรของทีม%1sถูกทำลายแล้ว ผู้ทำลายคือ%2s。▢	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥	▢FFFFFFFFThe Dragon egg of team %1s ▢FFFFFFFFhas been destroyed by team %2s.▥
10008	TinyTown	小镇	迷你小镇	MiniTown	MiniTown	MiniTown	MiniTown	MiniTown	MiniTown	MiniTown	MiniTown	MiniTown	Mini Town	MiniTown	MiniTown	MiniTown
																
20001	HideAndSeekFindFalse		▢FF00FFFF你找错了，扣一滴血	▢FF00FFFFWrong target,HP-1	▢FF00FFFFWrong target,HP-1	▢FF00FFFFОшибка, -1 жизнь	▢FF00FFFFWrong target,HP-1	▢FF00FFFFWrong target,HP-1	▢FF00FFFFWrong target,HP-1	▢FF00FFFFWrong target,HP-1	▢FF00FFFFWrong target,HP-1	▢FF00FFFFWrong target,HP-1	▢FF00FFFFเป้าหมายผิด HP-1	▢FF00FFFFWrong target,HP-1	▢FF00FFFFWrong target,HP-1	▢FF00FFFFWrong target,HP-1
20002	HideAndSeekFindTrue		▢FF00FFFF你找到了%1s，加一滴血	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFВы нашли%1s и получили +1 жизнь	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFคุณหา%1sได้แล้ว，HP+1	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFYou found%1s and HP+1	▢FF00FFFFYou found%1s and HP+1
20003	HideAndSeekHideFinded		▢FF00FFFF你被搜寻者找到了	▢FF00FFFFYou are found	▢FF00FFFFYou are found	▢FF00FFFFВы были найдены	▢FF00FFFFYou are found	▢FF00FFFFYou are found	▢FF00FFFFYou are found	▢FF00FFFFYou are found	▢FF00FFFFYou are found	▢FF00FFFFYou are found	▢FF00FFFFคุณถูกผู้หาหาได้แล้ว	▢FF00FFFFYou are found	▢FF00FFFFYou are found	▢FF00FFFFYou are found
20004	HideAndSeekHideLast		▢FF00FFFF一个躲藏者被找到了，剩余▢FFFF0000%1s▢FF00FFFF个躲藏者	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFПрячущийся был найден,▢FFFF0000%1s▢FF00FFFFосталось прячущихся	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFผู้ซ่อน1คนภูกหาได้แล้ว เหลือ▢FFFF0000%1s▢FF00FFFFผู้ซ่อน%1sคน	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left	▢FF00FFFFA hider is found,▢FFFF0000%1s▢FF00FFFFhiders left
20005	HideAndSeekModelName		邮筒	postbox	postbox	почтовый ящик	postbox	postbox	postbox	postbox	postbox	postbox	ตู้จดหมาย	postbox	postbox	postbox
20006	HideAndSeekModelName		移动厕所	portable toilets	portable toilets	переносные туалеты	portable toilets	portable toilets	portable toilets	portable toilets	portable toilets	portable toilets	ห้องน้ำเคลื่อนที่	portable toilets	portable toilets	portable toilets
20007	HideAndSeekModelName		铁砧	anvil	anvil	наковальня	anvil	anvil	anvil	anvil	anvil	anvil	เขียงเหล็ก	anvil	anvil	anvil
20008	HideAndSeekModelName		箭靶	target	target	мишень	target	target	target	target	target	target	เป้าลูกศร	target	target	target
20009	HideAndSeekModelName		人形箭靶	target	target	мишень	target	target	target	target	target	target	เป้าลูกศรรูปคน	target	target	target
20010	HideAndSeekModelName		木制手推车	wooden handcart	wooden handcart	деревянная тележка	wooden handcart	wooden handcart	wooden handcart	wooden handcart	wooden handcart	wooden handcart	รถเข็นไม้	wooden handcart	wooden handcart	wooden handcart
20011	HideAndSeekModelName		晾衣绳	washing line	washing line	бельевая веревка	washing line	washing line	washing line	washing line	washing line	washing line	เชือกตากเสื้อ	washing line	washing line	washing line
20012	HideAndSeekModelName		垃圾桶	trash can	trash can	мусорное ведро	trash can	trash can	trash can	trash can	trash can	trash can	ถังขยะ	trash can	trash can	trash can
20013	HideAndSeekModelName		交通灯	traffic lights	traffic lights	светофоры	traffic lights	traffic lights	traffic lights	traffic lights	traffic lights	traffic lights	ไฟจราจร	traffic lights	traffic lights	traffic lights
20014	HideAndSeekModelName		草丛	thicket	thicket	зарости	thicket	thicket	thicket	thicket	thicket	thicket	กลุ่มหญ้า	thicket	thicket	thicket
20015	HideAndSeekModelName		电话亭	telephone box	telephone box	телефонная будка	telephone box	telephone box	telephone box	telephone box	telephone box	telephone box	บูธโทรศัพท์	telephone box	telephone box	telephone box
20016	HideAndSeekModelName		秋千	swing	swing	качели	swing	swing	swing	swing	swing	swing	ชิงช้่า	swing	swing	swing
20017	HideAndSeekModelName		路灯	streetlight	streetlight	уличный фонарь	streetlight	streetlight	streetlight	streetlight	streetlight	streetlight	ไฟถนน	streetlight	streetlight	streetlight
20018	HideAndSeekModelName		垃圾袋	rubbish bag	rubbish bag	мешок для мусора	rubbish bag	rubbish bag	rubbish bag	rubbish bag	rubbish bag	rubbish bag	ถุงขยะ	rubbish bag	rubbish bag	rubbish bag
20019	HideAndSeekModelName		广告板	poster board	poster board	афиша	poster board	poster board	poster board	poster board	poster board	poster board	บอร์ดโฆษณา	poster board	poster board	poster board
20020	HideAndSeekModelName		刀	knife	knife	нож	knife	knife	knife	knife	knife	knife	มีด	knife	knife	knife
20021	HideAndSeekModelName		狗屋	kennel	kennel	конура	kennel	kennel	kennel	kennel	kennel	kennel	เรือนหมา	kennel	kennel	kennel
